0 0  0   0    0     0      0       0        0         0
1 1  1   1    1     1      1       1        1         1
2 2  2   2    2     2      2       2        2         2
3 3  3   3    3     3      3       3        3         3
4 4  4   4    4     4      4       4        4         4
5 5  5   5    5     5      5       5        5         5
6 6  6   6    6     6      6       6        6         6
7 7  7   7    7     7      7       7        7         7
8 8  8   8    8     8      8       8        8         8
9 9  9   9    9     9      9       9        9         9
100001000 10000100 01000010 00100001 00001000 1000
100101001 10001100 11000110 01100011 00101001 1001
100201002 10002100 21000210 02100021 00201002 1002
100301003 10003100 31000310 03100031 00301003 1003
100401004 10004100 41000410 04100041 00401004 1004
100501005 10005100 51000510 05100051 00501005 1005
100601006 10006100 61000610 06100061 00601006 1006
100701007 10007100 71000710 07100071 00701007 1007
100801008 10008100 81000810 08100081 00801008 1008
100901009 10009100 91000910 09100091 00901009 1009
101001010 10100101 01001010 10100101 01001010 1010
101101011 10101101 11001110 11100111 01101011 1011
101201012 10102101 21001210 12100121 01201012 1012
101301013 10103101 31001310 13100131 01301013 1013
101401014 10104101 41001410 14100141 01401014 1014
101501015 10105101 51001510 15100151 01501015 1015
101601016 10106101 61001610 16100161 01601016 1016
101701017 10107101 71001710 17100171 01701017 1017
101801018 10108101 81001810 18100181 01801018 1018
101901019 10109101 91001910 19100191 01901019 1019
102001020 10200102 01002010 20100201 02001020 1020
102101021 10201102 11002110 21100211 02101021 1021
102201022 10202102 21002210 22100221 02201022 1022
102301023 10203102 31002310 23100231 02301023 1023
102401024 10204102 41002410 24100241 02401024 1024
102501025 10205102 51002510 25100251 02501025 1025
102601026 10206102 61002610 26100261 02601026 1026
102701027 10207102 71002710 27100271 02701027 1027
102801028 10208102 81002810 28100281 02801028 1028
102901029 10209102 91002910 29100291 02901029 1029
103001030 10300103 01003010 30100301 03001030 1030
103101031 10301103 11003110 31100311 03101031 1031
103201032 10302103 21003210 32100321 03201032 1032
103301033 10303103 31003310 33100331 03301033 1033
103401034 10304103 41003410 34100341 03401034 1034
103501035 10305103 51003510 35100351 03501035 1035
103601036 10306103 61003610 36100361 03601036 1036
103701037 10307103 71003710 37100371 03701037 1037
103801038 10308103 81003810 38100381 03801038 1038
103901039 10309103 91003910 39100391 03901039 1039
104001040 10400104 01004010 40100401 04001040 1040
104101041 10401104 11004110 41100411 04101041 1041
104201042 10402104 21004210 42100421 04201042 1042
104301043 10403104 31004310 43100431 04301043 1043
104401044 10404104 41004410 44100441 04401044 1044
104501045 10405104 51004510 45100451 04501045 1045
104601046 10406104 61004610 46100461 04601046 1046
104701047 10407104 71004710 47100471 04701047 1047
104801048 10408104 81004810 48100481 04801048 1048
104901049 10409104 91004910 49100491 04901049 1049
105001050 10500105 01005010 50100501 05001050 1050
105101051 10501105 11005110 51100511 05101051 1051
105201052 10502105 21005210 52100521 05201052 1052
105301053 10503105 31005310 53100531 05301053 1053
105401054 10504105 41005410 54100541 05401054 1054
105501055 10505105 51005510 55100551 05501055 1055
105601056 10506105 61005610 56100561 05601056 1056
105701057 10507105 71005710 57100571 05701057 1057
105801058 10508105 81005810 58100581 05801058 1058
105901059 10509105 91005910 59100591 05901059 1059
106001060 10600106 01006010 60100601 06001060 1060
106101061 10601106 11006110 61100611 06101061 1061
106201062 10602106 21006210 62100621 06201062 1062
106301063 10603106 31006310 63100631 06301063 1063
